food_name,protein_g,fat_g,carbohydrates_g,calories_kcal,water_g,fiber_g,calcium_mg,iron_mg,magnesium_mg,potassium_mg,sodium_mg,vitamin_a_ug,vitamin_d_ug,vitamin_c_mg,vitamin_b12_ug,cholesterol_mg,sugar_g
"100% STRAWBERRY WATERMELON FLAVORED APPLE JUICE BLEND FROM CONCENTRATE, STRAWBERRY WATERMELON",0,0,12.5,50,,,6,,,112,15,,,29.2,,,9.58
"100% STRAWBERRY, PASSION FLAVORED STRAWBERRY AND PASSION FRUIT FLAVORED APPLE JUICE BLEND WITH 2 OTHER JUICES FROM CONCENTRATE, STRAWBERRY, PASSION",0,0,12.08,50,,0,0,0,,108,12,,,30,,0,12.08
100% SUNFLOWER OIL,0,93.33,0,867,,,,,,,0,,,,,,
100% TAMALES,2.78,6.25,15.97,125,,2.1,28,1.25,,,222,,,8.3,,0,2.08
"100% TAMALES, BLACK BEANS & QUESO CHIHUAHUA",3.47,9.72,18.06,167,,2.1,56,1.88,,,194,,,3.3,,3,0.69
"100% TAMALES, MILD",2.78,6.25,15.97,125,,2.1,28,1.25,,,222,,,8.3,,0,2.08
100% TANGERINE JUICE,0.42,0.27,10.42,42,,0,18,0.2,,,0,,,31.2,,0,10
"100% TANGERINE JUICE, TANGERINE",0.42,0.27,10.42,42,,0,18,0.2,,175,0,,,31.2,,0,10
100% TART CHERRY JUICE,0.83,0,12.915,54,,0.2,8,0.49,,141.5,1,,,,,0,9.585
"100% TART CHERRY JUICE FROM CONCENTRATE, TART CHERRY",0,0,14.58,58,,,,,,83,12,,,,,,11.67
"100% TART CHERRY JUICE, 100% TART",0.448,0,10.476,42.6,,0,6,0,,163.6,0,,,,,0,10.42
"100% TART CHERRY JUICE, TART CHERRY",0.83,0,12.08,50,,0.4,8,0.075,,158,0,,0,,,0,9.17
"100% TART CHERRY ORGANIC JUICE FROM CONCENTRATE, TART CHERRY",0,0,14.17,58,,0,8,0.6,,88,8,,,1.5,,0,12.5
100% TART MONTMORENCY CHERRY CONCENTRATE,3.33,0,76.66428571,338.4285714,,0,67,0,,1104.857143,45.14285714,,,0,,0,58.57
100% TART MONTMORENCY CHERRY JUICE,0.42,0,13.75,58,,0,5,0.42,,161,12,,,,,0,10.42
100% THAI LONG GRAIN JASMINE RICE,5.45,0,72.73,340,,0,0,0,,69,0,,0,,,0,0
100% THAT HOM MALI JASMINE RICE,6,0,78,340,,2,0,,,40,20,,,,,0,0
100% TOMATO JUICE,0.752380952,0,4.05047619,19.38095238,,0.685714286,8.619047619,0.490952381,,161.8571429,241.2380952,,,36.19047619,,0,2.68
100% TOMATO JUICE FROM CONCENTRATE,0.83,0,4.17,19.8,,0.693333333,8.666666667,0.329333333,,174.8,259.9333333,,,33.66666667,,0,2.528
100% TOMATO JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS,0.771785714,0,4.110357143,19.71428571,,0.657142857,8.285714286,0.411785714,,176.2941176,264.3571429,,,35.625,,0,2.65
"100% TOMATO JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, TOMATO",0.830384615,0,4.121923077,19.92307692,,0.692307692,8.363636364,0.370454545,,180.55,265.2307692,16,0,28.56666667,,0,2.564615385
"100% TOMATO JUICE FROM CONCENTRATE WITH SEA SALT, TOMATO, SEA SALT",0.83,,4.17,21,,0.4,,0.29,,,125,,,,,,2.5
"100% TOMATO JUICE FROM CONCENTRATE, TOMATO",1.374016393,0,6.804754098,33.29661017,,1.799065421,16.50980392,0.657884615,,361.989899,447.8442623,,,58.22831858,,0,4.326721311
"100% TOMATO JUICE FROM CONCENTRATE, WITH ADDED INGREDIENTS, TOMATO",0.83,0,4.17,19,,0.8,10,0.42,,192,262,,,45,,0,2.5
"100% TOMATO JUICE FROM FRESH TOMATOES, TOMATO",0.83,0,3.75,17,,0.4,11,0.42,,179,262,,,45,,0,2.5
"100% TOMATO JUICE ORGANIC FROM CONCENTRATE, TOMATO",0.83,0,4.17,19,,0.8,10,0.42,,188,162,,,45,,,2.5
100% TOMATO JUICE PLUS,0.84,0,4.22,21,,1.3,17,0.3,,338,57,,,25.3,,0,2.95
"100% TOMATO JUICE WITH ADDED VITAMIN C, TOMATO",0.83,0,3.75,17,,0.4,11,0.42,,179,262,,,45,,0,2.5
"100% TOMATO JUICE, TOMATO",0.744736842,0,4.038421053,19.94736842,,0.4,7.076923077,0.477692308,,193.6842105,264.2105263,,,33.52941176,,0,2.544210526
"100% TROPICAL GUAVA MARMALADE, GUAVA",0,0,57.89,211,,0,0,1.58,,158,0,,,,,0,52.63
"100% TROPICAL PASSION FLAVORED BLEND OF APPLE, GRAPE, ORANGE, PINEAPPLE, AND PASSION FRUIT JUICES WITH POURABLE CONCENTRATE, TROPICAL PASSION",0,0,,233,,,0,0,,,33,,,120,,,55
"100% TROPICAL PUNCH FLAVORED BLEND OF 5 JUICES FROM CONCENTRATE & PUREES, TROPICAL PUNCH",0,0,12,50,,,,,,110,15,,,45,,,12
100% TUSCAN PEELED WHOLE TOMATOES,1.67,0,3.33,25,,0,17,1,,350,75,,,,,0,3.33
100% U.S. HONEY,0,0,80.95,286,,,,,,,0,,,,,,76.19
100% UNCURED GENOA SALAMI,19.64,28.57,0,339,,0,0,1.29,,,1482,,,0,,89,0
100% UNCURED ITALIAN DRY SALAMI,21.43,28.57,0,357,,0,0,1.29,,,1571,,,0,,89,0
100% UNFILTERED APPLE CIDER,0,0,12.66,51,,0,,,,122,6,,,30.4,,0,12.24
100% UNFILTERED APPLE JUICE FROM CONCENTRATE,0,0,11.67,46,,,,,,108,4,,,,,,11.67
"100% UNFILTERED APPLE JUICE FROM CONCENTRATE, APPLE",0,0,11.46,46,,0,,,,121.6,11.4,,,1,,,11.46
"100% UNFILTERED HONEYCRISP APPLE CIDER JUICE, HONEYCRISP APPLE CIDER",0,0,11.67,46,,0,0,0,,,12,,,,,0,11.67
100% UNFILTERED JUICE FROM CONCENTRATE,0,0,11.25,46,,0,0,0,,,15,,,0,,0,11.25
100% UNFILTERED RAW HONEY,0,0,80.95,286,,,,,,,0,,,,,,76.19
100% UNSWEETENED APPLE CIDER FROM CONCENTRATE,0,0,11.67,46,,,,,,125,15,,,30,,,11.67
"100% UNSWEETENED APPLE CIDER FROM CONCENTRATE WITH ADDED VITAMIN C, APPLE",0,0,12.08,50,,,,,,119,10,,,45,,,11.67
"100% UNSWEETENED APPLE CIDER FROM CONCENTRATE WITH ADDED VITAMIN C, UNSWEETENED APPLE",0,,12.08,50,,,,,,119,10,,,45,,,11.67
"100% UNSWEETENED APPLE CIDER FROM CONCENTRATE, APPLE",0,0,11.67,46,,,,,,125,15,,,30,,,11.67
"100% UNSWEETENED APPLE CIDER FROM CONCENTRATE, UNSWEETENED",0,0,11.67,46,,,,,,108,12,,,,,,11.67
"100% UNSWEETENED APPLE CIDER FROM CONCENTRATE, UNSWEETENED APPLE",0,0,11.67,46,,,,,,108,12,,,,,,11.67
"100% UNSWEETENED APPLE CIDER JUICE FROM CONCENTRATE, UNSWEETENED APPLE CIDER",0,0,11.25,46,,,0,0,,108,15,,,32.5,,,11.25
100% UNSWEETENED APPLE JUICE FROM CONCENTRATE,0,0,11.67,46,,,,,,125,15,,,30,,,11.67
100% UNSWEETENED APPLE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS,0,0,11.67,46,,,,,,100,12,,,30,,,11.67
"100% UNSWEETENED APPLE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, APPLE",0,0,11.67,46,,,,,,100,12,,,30,,,11.67
"100% UNSWEETENED APPLE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, UNSWEETENED APPLE",0,0,11.67,46,,,,,,100,12,,,30,,,11.67
"100% UNSWEETENED APPLE JUICE FROM CONCENTRATE, UNSWEETENED APPLE",0,0,11.67518519,46.74074074,,,,,,111.1851852,13.22222222,,,33.13846154,,0,11.61444444
100% UNSWEETENED APPLE JUICE FROZEN CONCENTRATE,0,0,46.67,183,,,,,,350,0,,,120,,,45
"100% UNSWEETENED APPLE JUICE FROZEN CONCENTRATE, APPLE",0,0,46.67,183,,,,,,350,0,,,120,,,45
"100% UNSWEETENED APPLE JUICE FROZEN CONCENTRATE, UNSWEETENED APPLE",0,0,46.67,183,,,,,,350,0,,,120,,,45
100% UNSWEETENED BERRY JUICE BLEND,0,0,12.92,54,,,,,,83,15,,,32.5,,,12.5
"100% UNSWEETENED CHERRY GINGER FLAVORED APPLE JUICE BLEND FROM CONCENTRATE, CHERRY GINGER",0,0,12.08,46,,,0,0,,104,12,,,,,,12.08
100% UNSWEETENED CHERRY JUICE BLEND,0,0,13.33,54,,,,,,83,15,,,32.5,,,12.92
"100% UNSWEETENED COLOMBIAN COFFEE, ORIGINAL, UNSWEETENED",83.33,41.67,8.33,667,,0,333,0,,0,167,,,,,42,0
"100% UNSWEETENED CRANBERRY A FLAVORED BLEND OF 3 JUICES FROM CONCENTRATE WITH ADDED INGREDIENTS, CRANBERRY",0,0,14.58,58,,,,,,,15,,,30,,,14.58
"100% UNSWEETENED CRANBERRY BLEND OF 3 JUICES FROM CONCENTRATE, UNSWEETENED CRANBERRY BLEND",0,0,14.58,58,,,,,,,15,,,30,,,14.58
"100% UNSWEETENED CRANBERRY GRAPE A FLAVORED BLEND OF 3 JUICES FROM CONCENTRATE WITH ADDED INGREDIENTS, CRANBERRY GRAPE",0,0,15.42,62,,,,,,,15,,,30,,,15.42
"100% UNSWEETENED CRANBERRY GRAPE BLEND OF 3 JUICES FROM CONCENTRATE, UNSWEETENED CRANBERRY GRAPE",0,0,15.42,62,,,,,,,15,,,30,,,15.42
100% UNSWEETENED CRANBERRY GRAPE FLAVORED JUICE BLEND OF 3 FRUIT JUICES FROM CONCENTRATE WITH ADDED INGREDIENTS,0,0,13.75,54,,,8,0.17,3,83,12,,,25,,,13.75
"100% UNSWEETENED CRANBERRY GRAPE FLAVORED JUICE BLEND OF 3 FRUIT JUICES FROM CONCENTRATE, UNSWEETENED CRANBERRY GRAPE",0,0,13.75,54,,,8,0.17,3,83,12,,,25,,,13.75
100% UNSWEETENED CRANBERRY JUICE BLEND OF 2 FRUIT JUICES FROM CONCENTRATE WITH ADDED INGREDIENTS,0,0,14.58,58,,,,,,104,15,,,30,,,14.58
"100% UNSWEETENED CRANBERRY JUICE BLEND OF 2 FRUIT JUICES FROM CONCENTRATE WITH ADDED INGREDIENTS, CRANBERRY",0,0,14.58,58,,,,,,104,15,,,30,,,14.58
100% UNSWEETENED CRANBERRY JUICE FROM CONCENTRATE,0,0,7.5,25,,,,,3,71,2,,,,,,3.75
"100% UNSWEETENED CRANBERRY JUICE FROM CONCENTRATE, CRANBERRY",0,0,7.5,25,,,,,3,71,2,,,,,,3.75
"100% UNSWEETENED CRANBERRY RASPBERRY A FLAVORED BLEND OF 4 JUICES FROM CONCENTRATE WITH ADDED INGREDIENTS, CRANBERRY RASPBERRY",0,0,14.17,58,,,8,0.15,,,15,,,30,,,14.17
"100% UNSWEETENED CRANBERRY RASPBERRY BLEND OF 4 JUICES FROM CONCENTRATE, UNSWEETENED CRANBERRY RASPBERRY BLEND",0,0,14.17,58,,,8,0.15,,,15,,,30,,,14.17
"100% UNSWEETENED CRANBERRY RASPBERRY FLAVORED JUICE BLEND, CRANBERRY RASPBERRY",0,0,14.58,58,,,,,,96,15,,,30,,,14.58
"100% UNSWEETENED GRAPE JUICE BLEND, GRAPE",0,0,13.33,54,,,,,,79,15,,,32.5,,,12.92
"100% UNSWEETENED GRAPE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, GRAPE",0,0,16.67,67,,,,,,,15,,,30,,,16.67
"100% UNSWEETENED GRAPE JUICE FROM CONCENTRATE, UNSWEETENED GRAPE",0.308,0,16.054,63.33333333,,,,,,58,15,,,30,,0,15.44533333
100% UNSWEETENED GRAPEFRUIT JUICE FROM CONCENTRATE WITH ADDED INGREDIENT,0.83,0,8.75,38,,,12,,,133,12500,,,30,,,7.08
"100% UNSWEETENED GRAPEFRUIT JUICE FROM CONCENTRATE, GRAPEFRUIT",0.83,0,8.75,38,,,17,,,158,15,,,25,,,7.08
"100% UNSWEETENED GRAPEFRUIT JUICE FROM CONCENTRATE, UNSWEETENED GRAPEFRUIT",0.83,,8.75,38,,,12,,,133,12,,,30,,,7.08
100% UNSWEETENED JUICE,0,0,7.5,25,,,,,3,71,2,,,,,,3.75
"100% UNSWEETENED JUICE, CRANBERRY",0,0,7.5,25,,,,,3,71,2,,,,,,3.75
100% UNSWEETENED ORANGE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS,0,0,11.25,50,,,0,0,,,15,,,37.5,,,10
"100% UNSWEETENED ORANGE JUICE FROM CONCENTRATE, ORANGE",0,0,12.08,50,,,,,,,15,,,37.5,,,12.08
"100% UNSWEETENED ORANGE JUICE FROM CONCENTRATE, UNSWEETENED ORANGE",0,0,11.60571429,50,,,0,0,,,15,,,37.5,,,10.89142857
100% UNSWEETENED ORANGE PINEAPPLE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS,0,0,12.08,50,,,,,,242,12,,,32.5,,,12.08
"100% UNSWEETENED ORANGE PINEAPPLE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, ORANGE PINEAPPLE",0,0,12.08,50,,,,,,242,12,,,32.5,,,12.08
100% UNSWEETENED PASTEURIZED ORANGE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS,0,0,12.08,50,,,,,,129,12,,,37.5,,,12.08
"100% UNSWEETENED PASTEURIZED ORANGE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, ORANGE",0,0,12.08,50,,,,,,129,12,,,37.5,,,12.08
"100% UNSWEETENED PASTEURIZED ORANGE JUICE FROM CONCENTRATE, UNSWEETENED ORANGE",0,,12.08,50,,,,,,129,12,,,37.5,,,12.08
100% UNSWEETENED PINEAPPLE JUICE,0.42,0,12.08,46,,0.8,17,0.3,,121,6,,,30,,0,11.25
100% UNSWEETENED PINEAPPLE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS,0,0,13.75,54,,,,,,108,12,,,30,,,13.75
"100% UNSWEETENED PINEAPPLE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, PINEAPPLE",0,0,13.75,54,,,,,,108,12,,,30,,,13.75
"100% UNSWEETENED PINEAPPLE JUICE FROM CONCENTRATE, PINEAPPLE",0,0,33.88888889,135.1111111,,,67,0.6,,433,25,,,40.16666667,,,29.26111111
"100% UNSWEETENED PINEAPPLE JUICE FROM CONCENTRATE, UNSWEETENED PINEAPPLE",0,0,13.75,54,,,,,,108,12,,,30,,,13.75
"100% UNSWEETENED PREMIUM BAKING COCOA POWDER, UNSWEETENED",16.67,16.67,33.33,250,,33.3,167,40,,4667,0,,0,,,0,0
100% UNSWEETENED PRUNE JUICE,0.42,0,17.5,75,,0.8,8,0.58,,179,12,,,,,,9.58
100% UNSWEETENED PRUNE JUICE A WATER EXTRACT OF DRIED PRUNES,0.42,0,17.5,75,,0.8,8,0.58,,179,12,,,,,,9.58
"100% UNSWEETENED PRUNE JUICE A WATER EXTRACT OF DRIED PRUNES, UNSWEETENED PRUNE",0.83,0,17.5,75,,1.2,8,0.42,,179,15,,,,,0,10.42
"100% UNSWEETENED PRUNE JUICE FROM CONCENTRATE, PRUNE",1.25,0,17.5,75,,1.2,8,0.29,,179,15,,,,,0,10.42
"100% UNSWEETENED PRUNE JUICE, PRUNE",0.42,0,17.5,75,,0.8,8,0.58,,179,12,,,,,,9.58
"100% UNSWEETENED PRUNE JUICE, UNSWEETENED PRUNE",0.42,,17.5,75,,0.8,8,0.58,,179,12,,,,,,9.58
100% UNSWEETENED PUNCH JUICE BLEND,0,0,12.5,50,,,,,,75,15,,,32.5,,,12.08
"100% UNSWEETENED PURE CONCORD GRAPE JUICE FROM CONCENTRATE, UNSWEETENED",0,0,16.25,62,,,,0.42,,96,6,,,,,,15.42
"100% UNSWEETENED PURE TART CHERRY JUICE FROM CONCENTRATE, UNSWEETENED TART CHERRY",0,0,14.17,50,,,15,0.42,,142,10,,,,,,10
100% UNSWEETENED UNFILTERED APPLE JUICE FROM CONCENTRATE,0,0,11.67,46,,,,,,108,12,,,,,,11.67
"100% UNSWEETENED UNFILTERED APPLE JUICE FROM CONCENTRATE, UNSWEETENED APPLE",0,0,11.67,46,,,,,,108,12,,,,,,11.67
"100% UNSWEETENED WHITE GRAPE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, WHITE GRAPE",0,0,16.67,67,,,,,,,15,,,30,,,16.67
"100% UNSWEETENED WHITE GRAPE JUICE FROM CONCENTRATE, UNSWEETENED WHITE GRAPE",0,0,16.166,64,,,,,,96,15,,,30,,0,16.166
"100% UNSWEETENED WHITE GRAPE JUICE FROM CONCENTRATE, WHITE GRAPE",0.42,0,15.83,58,,,8,,,58,12,,,30,,,15
100% UNSWEETENED WHITE GRAPEFRUIT JUICE,0,0,10.42,42,,,,,,,15,,,32.5,,,10
"100% VALENCIA ORANGE JUICE, ORANGE",0.89,0,10.89,47,,,13,,,156,2,,,17.3,,,9.78
100% VEGAN PARMESAN,3.57,17.86,28.57,286,,0,0,0,,0,1393,,,,,0,0
100% VEGETABLE & FRUIT JUICE BLEND,0.28,0,11.11333333,46,,0,8,0.17,7,103,27.66666667,,,25,,0,10.13666667
"100% VEGETABLE & FRUIT JUICE BLEND, PEACH MANGO",0.42,0,11.67,50,,0,8,0.17,7,88,29,,,25,,0,10.83
"100% VEGETABLE & FRUIT JUICE BLEND, POMEGRANATE BLUEBERRY",0,0,10.42,42,,0,8,0.17,7,117,25,,,25,,0,9.58
"100% VEGETABLE & FRUIT JUICE BLEND, STRAWBERRY BANANA",0.42,0,11.25,46,,0,8,0.17,,104,29,,,25,,0,10
"100% VEGETABLE & FRUIT JUICE, STRAWBERRY BANANA",0,0,11.25,46,,0,8,0.15,7,142,29,,,25,,0,9.17
"100% VEGETABLE BLEND JUICE FROM CONCENTRATE, VEGETABLE BLEND",0.83,0,4.17,21,,0.8,12,0.42,,186,267,,,45,,0,2.92
"100% VEGETABLE BLEND LOW SODIUM JUICE FROM CONCENTRATE, VEGETABLE BLEND",0.83,0,4.58,21,,0.8,12,0.42,,338,58,,,45,,0,2.92
100% VEGETABLE JUICE,0.76597561,0,4.178780488,20.97560976,,0.8,11.96341463,0.279146341,,221.3653846,170.7926829,,,31.15853659,,0,2.971585366
"100% VEGETABLE JUICE COCKTAIL FROM CONCENTRATE, VEGETABLE",0.83,0,4.17,21,,0.8,17,0.3,,192,267,,,37.5,,,2.5
100% VEGETABLE JUICE FROM CONCENTRATE,0.861428571,0,4.331607143,20.42857143,,0.835714286,12.82142857,0.338571429,,197.0444444,253.2678571,,,32.75178571,,0,2.815357143
100% VEGETABLE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS,0.707,0,4.293,20.8,,0.8,12.5,0.359,,197.3333333,208.8,,,31,,0,2.748
"100% VEGETABLE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, VEGETABLE",0.789,0,4.211,20.4,,0.8,13.4,0.315,,200,211.4,,,30.75,,0,2.872
"100% VEGETABLE JUICE FROM CONCENTRATE, 100% VEGETABLE",0.83,0,4.17,21,,0.8,8,0.15,,262,58,,,30,,0,2.5
"100% VEGETABLE JUICE FROM CONCENTRATE, SPICY",0.83,0,4.17,21,,0.8,12,0.42,,185,271,,,45,,0,2.5
"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE",0.795833333,0,4.204375,20.9375,,0.775,12.52272727,0.378409091,,190.8857143,235.3020833,,,37.67045455,,0,2.878125
"100% VEGETABLE JUICE ORGANIC FROM CONCENTRATE, VEGETABLE",0.83,0,4.17,19,,0.8,10,0.42,,192,262,,,45,,,2.5
"100% VEGETABLE JUICE, 100% CARROT",0.42,0,5.83,29,,0.4,17,0.15,,225,71,,,1,,0,5.42
"100% VEGETABLE JUICE, CARROT",0.83,0,6.25,29,,0.4,17,0.15,10,221,62,,,0.5,,0,5.42
"100% VEGETABLE JUICE, ORIGINAL",0.533333333,0,3.996666667,20.33333333,,0.866666667,8,0.19,,179.3333333,237.6666667,,,28.33333333,,0,2.74
"100% VEGETABLE JUICE, SPICY",0.625,0,3.96,20,,0.8,6,0.285,,176,221,,,35,,0,2.71
"100% VEGETABLE JUICE, VEGETABLE",0.83,0,4.244545455,20.72727273,,0.8,14.72727273,0.360909091,,222.2105263,210.5454545,,,37.85714286,,0,2.935909091
"100% VEGETABLE LOW SODIUM JUICE FROM CONCENTRATE, VEGETABLE",0.83,0,4.340833333,21,,0.8,9.666666667,0.270833333,,328.875,58,,,36.25,,0,2.92
100% VEGETABLE OIL,0,96.665,0,827.7297297,,0,0,0,,0,0,,,0,,0,0
100% VEGETABLE PASTA,7.243333333,2.476666667,18.85,125,,1.766666667,12,2.286666667,,309.6666667,193,,,,,1.666666667,1.453333333
100% VEGETABLE PASTA MADE WITH ZUCCHINI & LENTILS,8.11,4.05,18.02,144,,1.8,72,2.07,,342,207,,,,,14,1.8
"100% VEGETABLE PASTA, FETTUCCINE ALFREDO",8.11,4.05,18.02,144,,1.8,72,2.07,,342,216,,,,,14,1.8
"100% VEGETABLE PASTA, FETTUCCINE ALFREDO, FETTUCCINE ALFREDO",8.11,4.05,18.02,144,,1.8,72,2.07,,342,216,,,,,14,1.8
100% VEGETABLE SOUP,0.59,0,0.59,7,,0.6,24,0.21,,92,14,,,2.5,,0,0.59
"100% VEGETABLE SOUP, CUCUMBERS MINT & CHIVES",0.59,0,0.59,7,,0.6,24,0.21,,92,14,,,2.5,,0,0.59
100% VEGETABLE SOYBEAN OIL,0,100,0,857,,,,,,,0,,,,,0,
"100% VERMONT SOURCED AMBER RICH MAPLE ORGANIC SYRUP, 100% VERMONT SOURCED AMBER RICH MAPLE",0,0,90,367,,,100,,,300,17,,,,,,80
100% VIRGIN COCONUT OIL,0,100,0,929,,,,,,,0,,,,,,
100% VIRGIN PECAN OIL,3.57,100,0,929,,0,0,0,,,0,,,0,,0,0
"100% VITAMIN C CITRUS PUNCH, ORANGE STRAWBERRY, ORANGE STRAWBERRY",0,0,6.25,25,,,,,,,67,,,25,,,5.83
100% VITAMIN C DRINK,0,0,6.25,25,,,,,,,54,,,25,,,5.83
"100% VITAMIN C DRINK, PEACH",0,0,6.25,25,,,,,,,54,,,25,,,5.83
100% VITAMIN C SMOOTH & SWEET CITRUS PUNCH,0,0,5.08,24,,,,,,,105,,,20.3,,,5.08
"100% VITAMIN C SMOOTH & SWEET CITRUS PUNCH, ORANGE",0,0,5.08,24,,,,,,,105,,,20.3,,,5.08
"100% VITAMIN C, ORANGE PINEAPPLE, ORANGE PINEAPPLE",0,0,6.25,25,,,,,,,56,,,25,,,5.83
100% VODKA SAUCE,3.2,6.4,14.4,126,,2.4,62,0.8,,590,278,,,,,3,5.6
100% WAGYU GROUND BEEF,16.07,25,0,295,,0,21,1.79,,244,67,,,,,76,0
100% WATERMELON JUICE,0,0,8.4,32,,0.4,4,,,84,5,,,24,,0,8
"100% WATERMELON JUICE, WATERMELON",0,0,7.88,32,,0.3,3,,8,88,19,,,18.2,,0,7.58
"100% WATERMELON, CUCUMBER, GREEN APPLE. GINGER & LIME COLD-PRESSED JUICE, WATERMELON, CUCUMBER, GREEN APPLE. GINGER & LIME",0.35,0,7.77,28,,1.1,7,0.13,6,,2,,,3.2,,0,4.95
100% WHEAT BREAD,10.71,3.57,42.86,250,,7.1,143,2.57,,,464,,,0,,0,3.57
"100% WHEAT BREAD, 100% WHEAT",11.63,2.33,46.51,256,,7,93,2.51,,,349,,,0,,0,9.3
100% WHEAT ENRICHED BREAD,10.71,3.57,42.86,250,,7.1,71,2.57,,,536,,,0,,0,3.57
"100% WHEAT PREMIUM BREAD, 100% WHEAT",11.63,2.33,46.51,256,,7,93,2.51,,,349,,,0,,0,9.3
"100% WHEY 24 G PROTEIN ROAYL CARAMEL COOKIE, ROYAL CARAMEL COOKIE",68.57,7.14,17.14,457,,0,371,0,,629,686,,0,,,257,5.71
"100% WHEY CONCENTRATE PROTEIN POWDER, VANILLA SHAKE, VANILLA SHAKE",73.65,8.5,5.67,397,,0,521,1.42,,405,198,,,,,227,5.67
"100% WHEY ISOLATE PROTEIN 25 G POWDER, ORANGE DREAMSICLE, ORANGE DREAMSICLE",83.33,0,3.33,367,,0,300,0,,333,367,,,,,33,3.33
"100% WHEY ISOLATE PROTEIN 25 G POWDER, SIMPLE VANILLA, SIMPLE VANILLA",83.33,1.67,3.33,367,,0,333,0,,350,350,,,0,,50,0
"100% WHEY ISOLATE PROTEIN POWDER, COCOA PEBBLES, COCOA PEBBLES",78.12,1.56,6.25,375,,3.1,312,,,875,438,,,,,31,3.12
100% WHEY PROTEIN,63.83,8.51,17.02,383,,4.25,426,3.06,,,298,,,0,,191,5.32
"100% WHEY PROTEIN 24 G POWDER, GALACTIC COOKIES & CREAM, GALACTIC COOKIES & CREAM",60,7.5,17.5,400,,0,350,3.75,,625,600,,0,,,188,7.5
"100% WHEY PROTEIN 24 G, 150 CALORIES, 3 G SUGAR, POWDER, HIGH-FLYING S'MORES, HIGH-FLYING S'MORES",63.16,6.58,13.16,395,,2.6,368,2.63,,789,500,,0,,,224,7.89
"100% WHEY PROTEIN 24G POWDER, HIGH-FLYING S'MORES, HIGH-FLYING S'MORES",63.16,6.58,13.16,395,,2.6,368,2.63,,789,500,,0,,,224,7.89
"100% WHEY PROTEIN 25 G POWDER, CHOCOLATE, CHOCOLATE",73.53,5.88,8.82,382,,0,382,2.06,,824,471,,0,,,118,5.88
"100% WHEY PROTEIN 25 G POWDER, UNFLAVORED, UNFLAVORED",65.79,5.26,21.05,368,,15.8,342,0,,289,237,,,,,158,5.26
"100% WHEY PROTEIN 25 G POWDER, VANILLA, VANILLA",75.76,6.06,9.09,394,,0,394,0,,758,424,,,,,106,6.06
"100% WHEY PROTEIN 25 GRAMS PROTEIN POWDER, UNFLAVORED, UNFLAVORED",65.79,5.26,21.05,368,,15.8,342,0,,289,237,,0,,,158,5.26
"100% WHEY PROTEIN 27 G POWDER, CHOCOLATE, CHOCOLATE",75,4.17,8.33,361,,2.8,361,1.94,,1056,500,,0,,,125,5.56
"100% WHEY PROTEIN CHOCOLATE FLAVOR MILKSHAKE, CHOCOLATE MILKSHAKE",63.83,7.45,17.02,383,,4.3,426,3.06,,,298,,,0,,191,4.26
"100% WHEY PROTEIN HYDROLYZED ISOLATE PROTEIN POWDER, CHOCOLATE PEANUT BUTTER, CHOCOLATE PEANUT BUTTER",78.12,3.12,6.25,375,,0,375,0,,594,562,,,,,31,3.12
100% WHEY PROTEIN MILKSHAKE,63.83,7.45,17.02,383,,4.3,426,0.77,,,319,,,0,,202,6.38
"100% WHEY PROTEIN PLUS 60 G POWDER, STRAWBERRY SMOOTHIE, STRAWBERRY SMOOTHIE",65.22,5.43,17.39,370,,,304,0.87,,391,370,,54,195.7,,185,4.35
"100% WHEY PROTEIN PLUS SUPPORTS MUSCLE BUILDING & RECOVERY IMMUNE SUPPORT FROM VITAMIN C & ZINC PROTEIN POWDER DRINK MIX, VANILLA CREAM, VANILLA CREAM",63.83,5.32,17.02,362,,,596,1.06,,383,362,,53,191.5,,181,4.26
100% WHEY PROTEIN POWDER,66.273,4.806,18.908,383,,1.18,284.9,1.335,,598.9,396.3,,,0,,182.2,4.302
"100% WHEY PROTEIN POWDER DRINK MIX, VANILLA ICE CREAM",77.42,3.23,9.68,387,,,258,0,,,371,,,0,,113,3.23
"100% WHEY PROTEIN POWDER, CHOCOLATE",71.69214286,3.767142857,13.89428571,371.1428571,,3.171428571,336.2142857,2.268571429,,704.3571429,380,,,0,,118,2.34
